year,species,stockname,ssb,BMSY,bbmsy,fis_mort,FMSY,ffmsy,catch,ices_subdiv,region_id,area_km2
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,3,9987.81169212
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,4,98.620894352
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,7,1211.20620511
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,8,1996.89387929
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,9,1141.1073139
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,22,10,3380.61988679
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,23,5,594.722913079
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,23,6,577.86889397
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,24,11,4229.10211615
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,24,12,6178.48445672
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,24,13,6943.7423114
1985,cod,cod_SDs22_24,30167,21876,1.378999817151216,1.33,0.26,5.115384615384616,33188,24,16,2532.23009238
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,3,9987.81169212
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,4,98.620894352
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,7,1211.20620511
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,8,1996.89387929
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,9,1141.1073139
1986,cod,cod_SDs22_24,18852,21876,0.861766319253977,1.25,0.26,4.8076923076923075,20088,22,10,3380.61988679
