year,basin_code,input_tonnes,flow_cubic_meters_per_second,input_per_flow,baltic_sea_basin
1995,BOB,44523,3263,13.644805393809378,Bothnian Bay
1995,BOS,55241,3216,17.176927860696516,Bothnian Sea
1995,BAP,349759,3703,94.45287604644882,Baltic Proper
1995,GUF,109642,3795,28.891172595520423,Gulf of Finland
1995,GUR,84540,1119,75.54959785522789,Gulf of Riga
1995,DS,62458,258,242.08527131782947,Danish Straits
1995,KAT,66408,1174,56.56558773424191,Kattegat
1996,BOB,39222,2805,13.982887700534759,Bothnian Bay
1996,BOS,42808,1951,21.941568426447976,Bothnian Sea
1996,BAP,359729,3166,113.622552116235,Baltic Proper
1996,GUF,88495,2823,31.347856889833512,Gulf of Finland
1996,GUR,55977,682,82.07771260997067,Gulf of Riga
1996,DS,26118,115,227.11304347826086,Danish Straits
1996,KAT,37991,588,64.61054421768708,Kattegat
1997,BOB,43783,3092,14.160090556274255,Bothnian Bay
1997,BOS,50250,2779,18.0820439006837,Bothnian Sea
1997,BAP,311618,3458,90.1150954308849,Baltic Proper
1997,GUF,86004,2963,29.02598717516031,Gulf of Finland
1997,GUR,89578,1070,83.71775700934579,Gulf of Riga
1997,DS,27349,130,210.37692307692308,Danish Straits
1997,KAT,43707,832,52.53245192307692,Kattegat
1998,BOB,66088,4198,15.742734635540733,Bothnian Bay
1998,BOS,68600,3846,17.83671346853874,Bothnian Sea
1998,BAP,411676,4273,96.34355253919962,Baltic Proper
1998,GUF,107814,3541,30.447331262355267,Gulf of Finland
1998,GUR,97254,1482,65.62348178137651,Gulf of Riga
1998,DS,64811,279,232.29749103942652,Danish Straits
1998,KAT,69667,1164,59.85137457044674,Kattegat
1999,BOB,48461,3445,14.067053701015965,Bothnian Bay
1999,BOS,54750,2907,18.833849329205368,Bothnian Sea
1999,BAP,359667,4118,87.34021369596891,Baltic Proper
1999,GUF,105579,3645,28.965432098765433,Gulf of Finland
1999,GUR,83487,1094,76.31352833638026,Gulf of Riga
1999,DS,55988,268,208.91044776119404,Danish Straits
1999,KAT,77328,1442,53.625520110957005,Kattegat
2000,BOB,69033,4349,15.873304207863876,Bothnian Bay
2000,BOS,83300,3981,20.924390856568703,Bothnian Sea
2000,BAP,283533,3649,77.7015620718005,Baltic Proper
2000,GUF,107494,3215,33.43514774494557,Gulf of Finland
2000,GUR,70751,1021,69.29578844270323,Gulf of Riga
2000,DS,44238,219,202,Danish Straits
2000,KAT,70787,1313,53.91241431835491,Kattegat
2001,BOB,52995,3585,14.782426778242678,Bothnian Bay
2001,BOS,64717,3762,17.20281765018607,Bothnian Sea
2001,BAP,286683,3755,76.34700399467377,Baltic Proper
2001,GUF,112551,3413,32.97714620568415,Gulf of Finland
2001,GUR,85397,1078,79.21799628942486,Gulf of Riga
2001,DS,36689,205,178.97073170731707,Danish Straits
2001,KAT,64396,1396,46.12893982808023,Kattegat
2002,BOB,38414,2829,13.578649699540474,Bothnian Bay
2002,BOS,43489,2523,17.237019421323822,Bothnian Sea
2002,BAP,347280,3918,88.63705972434916,Baltic Proper
2002,GUF,121315,3028,40.06439894319683,Gulf of Finland
2002,GUR,70152,987,71.07598784194529,Gulf of Riga
2002,DS,57912,321,180.41121495327104,Danish Straits
2002,KAT,64527,1107,58.289972899728994,Kattegat
2003,BOB,36484,2305,15.82819956616052,Bothnian Bay
2003,BOS,39360,2074,18.977820636451302,Bothnian Sea
2003,BAP,195709,2535,77.20276134122288,Baltic Proper
2003,GUF,124966,2336,53.49571917808219,Gulf of Finland
2003,GUR,46497,758,61.34168865435356,Gulf of Riga
2003,DS,21369,143,149.43356643356643,Danish Straits
2003,KAT,40619,703,57.779516358463724,Kattegat
2004,BOB,55860,3505,15.937232524964337,Bothnian Bay
2004,BOS,54282,2531,21.446858949032002,Bothnian Sea
2004,BAP,251531,3135,80.23317384370016,Baltic Proper
2004,GUF,134236,3629,36.98980435381648,Gulf of Finland
2004,GUR,78358,1195,65.5715481171548,Gulf of Riga
2004,DS,39854,219,181.98173515981736,Danish Straits
2004,KAT,56520,952,59.36974789915966,Kattegat
2005,BOB,58022,3701,15.677384490678195,Bothnian Bay
2005,BOS,55866,3015,18.529353233830847,Bothnian Sea
2005,BAP,250101,3099,80.70377541142304,Baltic Proper
2005,GUF,107846,3970,27.16523929471033,Gulf of Finland
2005,GUR,71792,1140,62.97543859649123,Gulf of Riga
2005,DS,32883,197,166.91878172588832,Danish Straits
2005,KAT,45728,888,51.4954954954955,Kattegat
2006,BOB,51551,2902,17.76395589248794,Bothnian Bay
2006,BOS,60303,2825,21.346194690265488,Bothnian Sea
2006,BAP,240895,3055,78.85270049099836,Baltic Proper
2006,GUF,137592,2852,48.24403927068724,Gulf of Finland
2006,GUR,52204,834,62.594724220623505,Gulf of Riga
2006,DS,38696,226,171.2212389380531,Danish Straits
2006,KAT,60031,1079,55.635773864689526,Kattegat
2007,BOB,56982,3613,15.7713811237199,Bothnian Bay
2007,BOS,53193,2713,19.606708440840396,Bothnian Sea
2007,BAP,316685,3696,85.68317099567099,Baltic Proper
2007,GUF,116213,3307,35.14151799213789,Gulf of Finland
2007,GUR,98073,986,99.46551724137932,Gulf of Riga
2007,DS,50866,300,169.55333333333334,Danish Straits
2007,KAT,68627,1313,52.26732673267327,Kattegat
2008,BOB,60870,3941,15.445318447094646,Bothnian Bay
2008,BOS,65102,3054,21.316961362148003,Bothnian Sea
2008,BAP,246806,3289,75.03982973548192,Baltic Proper
2008,GUF,103075,4064,25.362942913385826,Gulf of Finland
2008,GUR,91288,1115,81.87264573991031,Gulf of Riga
2008,DS,37819,238,158.9033613445378,Danish Straits
2008,KAT,60954,1296,47.032407407407405,Kattegat
2009,BOB,38787,2802,13.842612419700215,Bothnian Bay
