region_id,stock,year,landings
3,sprat_SDs22_32,1974,6248.765113878865
4,sprat_SDs22_32,1974,61.701083592967144
7,sprat_SDs22_32,1974,757.7779110689748
8,sprat_SDs22_32,1974,1249.3348086318392
9,sprat_SDs22_32,1974,713.9213066978464
10,sprat_SDs22_32,1974,2115.0478466193995
5,sprat_SDs22_32,1974,372.08188402315125
6,sprat_SDs22_32,1974,361.5373513583977
11,sprat_SDs22_32,1974,2645.8914706290498
12,sprat_SDs22_32,1974,3865.501204859008
13,sprat_SDs22_32,1974,4344.276409363406
16,sprat_SDs22_32,1974,1584.2620535249362
14,sprat_SDs22_32,1974,9421.630018727747
15,sprat_SDs22_32,1974,4462.477364232959
17,sprat_SDs22_32,1974,10780.434306556077
18,sprat_SDs22_32,1974,2251.1023002350425
19,sprat_SDs22_32,1974,1309.7849070662294
21,sprat_SDs22_32,1974,6890.605614377487
22,sprat_SDs22_32,1974,5882.551497833527
23,sprat_SDs22_32,1974,3806.216314577451
26,sprat_SDs22_32,1974,17087.992067595605
29,sprat_SDs22_32,1974,11165.654392682278
30,sprat_SDs22_32,1974,6137.427632378622
31,sprat_SDs22_32,1974,7311.068870418804
35,sprat_SDs22_32,1974,1709.3211287834945
36,sprat_SDs22_32,1974,8015.703059219878
37,sprat_SDs22_32,1974,19544.75609943933
38,sprat_SDs22_32,1974,17488.102741662697
40,sprat_SDs22_32,1974,3042.0321777263425
39,sprat_SDs22_32,1974,1979.9256585984713
41,sprat_SDs22_32,1974,10603.12123866344
42,sprat_SDs22_32,1974,9203.068065001493
32,sprat_SDs22_32,1974,5866.292949200553
33,sprat_SDs22_32,1974,7056.6494703242415
34,sprat_SDs22_32,1974,5081.390729096136
20,sprat_SDs22_32,1974,13704.190019877338
24,sprat_SDs22_32,1974,13133.61243862163
25,sprat_SDs22_32,1974,3356.330217037803
27,sprat_SDs22_32,1974,4908.787591847309
28,sprat_SDs22_32,1974,6479.672683970186
3,sprat_SDs22_32,1975,5190.090032601867
4,sprat_SDs22_32,1975,51.247594223910724
7,sprat_SDs22_32,1975,629.3940501027436
8,sprat_SDs22_32,1975,1037.6706468388415
9,sprat_SDs22_32,1975,592.9676968854013
10,sprat_SDs22_32,1975,1756.7132940929723
5,sprat_SDs22_32,1975,309.04321772170823
6,sprat_SDs22_32,1975,300.2851554670989
11,sprat_SDs22_32,1975,2197.6206016381775
12,sprat_SDs22_32,1975,3210.602240399424
13,sprat_SDs22_32,1975,3608.2626375291097
16,sprat_SDs22_32,1975,1315.8540196632734
14,sprat_SDs22_32,1975,7825.40344530693
15,sprat_SDs22_32,1975,3706.437810788532
17,sprat_SDs22_32,1975,8953.997089329634
18,sprat_SDs22_32,1975,1869.717199781998
19,sprat_SDs22_32,1975,1087.8791996707112
21,sprat_SDs22_32,1975,5723.188960701962
22,sprat_SDs22_32,1975,4885.920872167516
23,sprat_SDs22_32,1975,3161.3614844217673
26,sprat_SDs22_32,1975,14192.91903135007
29,sprat_SDs22_32,1975,9273.95261540966
30,sprat_SDs22_32,1975,5097.615512843401
31,sprat_SDs22_32,1975,6072.41670642223
35,sprat_SDs22_32,1975,1419.725400353233
36,sprat_SDs22_32,1975,6657.670722740477
37,sprat_SDs22_32,1975,16233.454446228534
38,sprat_SDs22_32,1975,14525.242359810753
40,sprat_SDs22_32,1975,2526.6465608388216
39,sprat_SDs22_32,1975,1644.4837081747635
41,sprat_SDs22_32,1975,8806.724665170874
42,sprat_SDs22_32,1975,7643.870582914463
32,sprat_SDs22_32,1975,4872.416871030211
33,sprat_SDs22_32,1975,5861.101419566829
34,sprat_SDs22_32,1975,4220.493952679022
20,sprat_SDs22_32,1975,11382.405760311343
24,sprat_SDs22_32,1975,10908.496281665073
25,sprat_SDs22_32,1975,2787.6957587793318
27,sprat_SDs22_32,1975,4077.133495707889
28,sprat_SDs22_32,1975,5381.876898669451
3,sprat_SDs22_32,1976,5035.161971927185
4,sprat_SDs22_32,1976,49.71781529185369
7,sprat_SDs22_32,1976,610.6061680101244
8,sprat_SDs22_32,1976,1006.6954036496224
9,sprat_SDs22_32,1976,575.2671686201655
10,sprat_SDs22_32,1976,1704.274091284227
5,sprat_SDs22_32,1976,299.8180470434483
6,sprat_SDs22_32,1976,291.3214194830064
11,sprat_SDs22_32,1976,2132.0199866639036
12,sprat_SDs22_32,1976,3114.76336755168
13,sprat_SDs22_32,1976,3500.553305065554
16,sprat_SDs22_32,1976,1276.574795195713
14,sprat_SDs22_32,1976,7591.809312611201
15,sprat_SDs22_32,1976,3595.7978761381282
17,sprat_SDs22_32,1976,8686.713594125766
18,sprat_SDs22_32,1976,1813.9047460571624
