region_id,year,BQR,area_km2
17,2018,0,153.71806549
17,2018,0,38.8173931275
17,2018,0.0202,46.0761568429
21,2018,0,141.190986545
18,2018,0.1339,17.4607444774
17,2018,0.1946,58.8122515532
17,2018,0.3495,98.6739116326
33,2018,NA,3848.18703719
22,2018,NA,1376.76200347
19,2018,NA,620.39904182
1,2018,0.6699,336.381116694
1,2018,0.8676,884.502948973
1,2018,0.7862,1125.42567566
5,2018,0.6486,452.470305949
11,2018,0.5455,788.499270319
26,2018,0.6266,851.357152408
26,2018,0.6211,3039.36287061
20,2018,0.3947,1826.05894883
26,2018,0.458,486.689832475
29,2018,0.4609,2226.60754742
26,2018,0.4711,1226.72460201
26,2018,0.3262,89.9992375458
26,2018,0.4524,2291.10705445
29,2018,0.4433,2040.69020139
37,2018,0.6088,1372.4117494
37,2018,0.5496,2359.00026939
37,2018,0.5826,1126.80503994
37,2018,0.6938,1862.27909679
39,2018,0.5836,327.830207242
39,2018,0.4651,1566.36480481
41,2018,0.6844,1877.73662964
41,2018,0.5405,3472.09155771
29,2018,0.5612,119.697586769
1,2018,0.3226,60.5006321382
