region_id,latitude,longitude,month,winterofyear,din_conc
3,55.1454,11.744299999999997,01,2004,19.79
3,55.1454,11.744299999999997,02,2004,55.78
2,55.8662,11.7952,01,2004,24.14
2,55.8662,11.7952,01,2004,19.43
2,55.8662,11.7952,02,2004,14.28
2,55.8662,11.7952,02,2004,16.64
2,55.8662,11.7952,02,2004,12.280000000000001
2,55.8662,11.7952,02,2004,14.639999999999999
3,55.8228,11.1652,01,2004,8.92
3,55.8228,11.1652,02,2004,7.07
3,55.7078,10.9385,01,2004,9.58
3,55.7078,10.9385,02,2004,6.43
3,55.672000000000004,11.057500000000001,01,2004,10.569999999999999
3,55.672000000000004,11.057500000000001,02,2004,7.57
3,55.05,11.033299999999999,02,2004,6.01
3,55.05,11.033299999999999,02,2004,6.02
3,55.05,11.033299999999999,02,2004,6.07
7,54.7,10.7667,02,2004,5.799999999999999
7,54.7,10.7667,02,2004,5.78
7,54.7,10.7667,02,2004,5.75
3,54.99830000000001,10.1617,01,2004,6.71
3,54.99830000000001,10.1617,01,2004,6.930000000000001
3,54.99830000000001,10.1617,01,2004,7.789999999999999
3,54.99830000000001,10.1617,01,2004,7.93
3,54.99830000000001,10.1617,02,2004,5.28
3,54.99830000000001,10.1617,02,2004,5.58
3,54.99830000000001,10.1617,02,2004,4.33
3,54.99830000000001,10.1617,02,2004,3.95
3,54.9883,10.225,01,2004,6.779999999999999
3,54.9883,10.225,01,2004,8.29
3,54.9883,10.225,02,2004,5.64
3,54.9883,10.225,02,2004,4.15
3,55.845,10.0267,01,2004,24.64
3,55.845,10.0267,01,2004,10.649999999999999
3,55.845,10.0267,01,2004,35.14
3,55.845,10.0267,01,2004,33.07
3,55.845,10.0267,01,2004,42.14
3,55.845,10.0267,01,2004,33
3,55.845,10.0267,01,2004,24.57
3,55.845,10.0267,01,2004,21.36
3,55.845,10.0267,01,2004,28.15
3,55.845,10.0267,01,2004,25.85
3,55.845,10.0267,02,2004,11.85
3,55.845,10.0267,02,2004,11.85
3,55.845,10.0267,02,2004,10.43
3,55.845,10.0267,02,2004,11.35
3,55.845,10.0267,02,2004,7.35
3,55.845,10.0267,02,2004,7.35
3,55.845,10.0267,02,2004,19
3,55.845,10.0267,02,2004,9.719999999999999
