year,ssb,fis_mort,landings,stockname,species,BMSY,FMSY,bbmsy,ffmsy,ices_subdiv,region_id
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,22,4
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,22,4
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,22,4
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,22,4
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,22,4
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,22,4
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,22,4
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,22,4
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,22,4
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,22,4
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,22,4
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,22,4
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,22,4
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,22,4
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,22,4
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,23,5
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,23,5
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,23,5
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,23,5
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,23,5
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,23,5
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,23,5
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,23,5
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,23,5
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,23,5
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,23,5
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,23,5
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,23,5
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,23,5
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,23,5
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,23,5
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,23,5
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,23,5
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,23,5
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,23,5
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,23,5
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,23,5
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,23,5
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,23,5
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,23,5
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,23,5
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,23,5
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,23,5
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,23,5
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,23,5
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,23,5
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,23,5
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,23,5
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,23,5
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,23,6
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,23,6
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,23,6
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,23,6
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,23,6
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,23,6
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,23,6
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,23,6
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,23,6
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,23,6
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,23,6
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,23,6
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,23,6
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,23,6
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,23,6
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,23,6
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,23,6
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,23,6
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,23,6
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,23,6
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,23,6
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,23,6
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,23,6
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,23,6
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,23,6
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,23,6
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,23,6
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,23,6
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,23,6
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,23,6
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,23,6
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,23,6
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,23,6
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,23,6
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,22,7
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,22,7
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,22,7
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,22,7
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,22,7
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,22,7
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,22,7
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,22,7
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,22,7
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,22,7
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,22,7
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,22,7
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,22,7
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,22,7
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,22,7
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,22,7
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,22,7
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,22,7
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,22,7
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,22,7
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,22,7
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,22,7
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,22,7
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,22,7
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,22,7
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,22,7
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,22,7
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,22,7
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,22,7
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,22,7
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,22,7
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,22,7
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,22,7
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,22,7
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,22,8
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,22,8
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,22,8
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,22,8
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,22,8
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,22,8
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,22,8
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,22,8
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,22,8
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,22,8
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,22,8
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,22,8
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,22,8
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,22,8
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,22,8
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,22,8
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,22,8
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,22,8
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,22,8
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,22,8
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,22,8
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,22,8
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,22,8
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,22,8
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,22,8
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,22,8
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,22,8
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,22,8
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,22,8
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,22,8
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,22,8
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,22,8
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,22,8
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,22,8
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,22,9
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,22,9
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,22,9
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,22,9
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,22,9
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,22,9
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,22,9
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,22,9
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,22,9
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,22,9
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,22,9
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,22,9
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,22,9
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,22,9
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,22,9
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,22,9
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,22,9
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,22,9
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,22,9
2004,23390,1.15,17686,cod_SDs22_24,cod,21876,0.26,1.0692082647650394,4.4230769230769225,22,9
2005,26537,1.08,18493,cod_SDs22_24,cod,21876,0.26,1.2130645456207716,4.153846153846154,22,9
2006,27471,0.83,18503,cod_SDs22_24,cod,21876,0.26,1.2557597366977509,3.192307692307692,22,9
2007,28691,0.89,17384,cod_SDs22_24,cod,21876,0.26,1.3115286158347046,3.423076923076923,22,9
2008,21230,0.97,11302,cod_SDs22_24,cod,21876,0.26,0.9704699213750229,3.7307692307692304,22,9
2009,15546,1.05,7313,cod_SDs22_24,cod,21876,0.26,0.7106417992320351,4.038461538461538,22,9
2010,14459,1.09,8007,cod_SDs22_24,cod,21876,0.26,0.6609526421649295,4.1923076923076925,22,9
2011,13529,0.97,9107,cod_SDs22_24,cod,21876,0.26,0.6184402998720059,3.7307692307692304,22,9
2012,16711,0.87,8622,cod_SDs22_24,cod,21876,0.26,0.7638965075882246,3.346153846153846,22,9
2013,14076,1.13,7697,cod_SDs22_24,cod,21876,0.26,0.6434448710916072,4.346153846153846,22,9
2014,15775,0.94,8083,cod_SDs22_24,cod,21876,0.26,0.7211098921192174,3.615384615384615,22,9
2015,17368,0.88,8390,cod_SDs22_24,cod,21876,0.26,0.7939294203693545,3.3846153846153846,22,9
2016,13679,0.8,6122,cod_SDs22_24,cod,21876,0.26,0.6252971292740903,3.076923076923077,22,9
2017,11374,0.56,3852,cod_SDs22_24,cod,21876,0.26,0.5199305174620589,2.153846153846154,22,9
2018,14509,0.37,3546,cod_SDs22_24,cod,21876,0.26,0.6632382519656245,1.423076923076923,22,9
1985,30167,1.33,33188,cod_SDs22_24,cod,21876,0.26,1.378999817151216,5.115384615384616,22,10
1986,18852,1.25,20088,cod_SDs22_24,cod,21876,0.26,0.861766319253977,4.8076923076923075,22,10
1987,17492,1.14,21692,cod_SDs22_24,cod,21876,0.26,0.7995977326750777,4.384615384615384,22,10
1988,21628,1.12,20672,cod_SDs22_24,cod,21876,0.26,0.9886633753885536,4.307692307692308,22,10
1989,15794,1.01,12795,cod_SDs22_24,cod,21876,0.26,0.7219784238434814,3.8846153846153846,22,10
1990,12279,1.15,12237,cod_SDs22_24,cod,21876,0.26,0.5613000548546352,4.4230769230769225,22,10
1991,9710,1.3,12931,cod_SDs22_24,cod,21876,0.26,0.4438654232949351,5,22,10
1992,9547,1.34,15672,cod_SDs22_24,cod,21876,0.26,0.43641433534466995,5.153846153846154,22,10
1993,13817,1.18,11815,cod_SDs22_24,cod,21876,0.26,0.631605412324008,4.538461538461538,22,10
1994,24937,1.07,16642,cod_SDs22_24,cod,21876,0.26,1.1399250319985372,4.115384615384616,22,10
1995,29086,1.28,28310,cod_SDs22_24,cod,21876,0.26,1.329584933260194,4.923076923076923,22,10
1996,35958,1.14,38505,cod_SDs22_24,cod,21876,0.26,1.6437191442676906,4.384615384615384,22,10
1997,40762,1.15,37077,cod_SDs22_24,cod,21876,0.26,1.8633205339184495,4.4230769230769225,22,10
1998,27947,1.12,29634,cod_SDs22_24,cod,21876,0.26,1.2775187420003657,4.307692307692308,22,10
1999,33310,1.33,35934,cod_SDs22_24,cod,21876,0.26,1.5226732492228927,5.115384615384616,22,10
2000,33990,1.28,31132,cod_SDs22_24,cod,21876,0.26,1.5537575425123422,4.923076923076923,22,10
2001,28683,1.38,27781,cod_SDs22_24,cod,21876,0.26,1.3111629182665936,5.3076923076923075,22,10
2002,25137,1.33,20410,cod_SDs22_24,cod,21876,0.26,1.1490674712013165,5.115384615384616,22,10
2003,20519,1.16,17205,cod_SDs22_24,cod,21876,0.26,0.9379685500091425,4.461538461538461,22,10
