BHI_ID,NUTS_ID,PopTot,PopUrb,PopRur,PopTot_density_in_NUTS2_buffer_per_km2,PopUrb_density_in_NUTS2_buffer_per_km2,PopRur_density_in_NUTS2_buffer_per_km2,CNTR_CODE,rgn_nam,Subbasin,HELCOM_ID,NUTS2_area_in_BHI_buffer_km2
6,DK01,662495.5647707,621898.8546977,40597.0393098,959.618789601759,900.814824935898,58.804441562366,DNK,Denmark,The Sound,SEA-003,690.37369
7,DK02,8214.4931885,7423.3762977,791.3672775,38.2285219518086,34.5468304910702,3.68285670772783,DNK,Denmark,Kiel Bay,SEA-004,214.87865
8,DEF0,469936.9015132,354082.8731333,115851.3133303,171.414549117234,129.155543760963,42.2580150126708,DEU,Germany,Kiel Bay,SEA-004,2741.52284
9,DK02,5487.6684685,4181.3516916,1306.4545718,28.6114683366666,21.8006266623796,6.81156010588343,DNK,Denmark,Bay of Mecklenburg,SEA-005,191.79961
10,DE80,460140.84311,417653.377861,42488.5517225,125.521482539277,113.931358108364,11.5904208092217,DEU,Germany,Bay of Mecklenburg,SEA-005,3665.8334
10,DEF0,278788.6037396,230084.3236316,48705.6688585,228.24655599864,188.371955502317,39.8757374779439,DEU,Germany,Bay of Mecklenburg,SEA-005,1221.43619
11,SE22,210984.7631109,174678.3148272,36308.1384595,119.138499982176,98.6370394765808,20.5024149110534,SWE,Sweden,Arkona Basin,SEA-006,1770.92009
12,DK01,418015.2784897,331920.0766458,86095.5917479,962.300733885643,764.103490431397,198.198141040829,DNK,Denmark,Arkona Basin,SEA-006,434.39152
12,DK02,211828.5366938,167369.7462243,44461.4714689,115.485931139216,91.2476255037702,24.2397672785126,DNK,Denmark,Arkona Basin,SEA-006,1834.23673
13,DE80,232672.217056,180709.2266985,51964.635123,80.6393826806487,62.6300839440454,18.0098687783394,DEU,Germany,Arkona Basin,SEA-006,2885.34224
14,SE21,567.3087879,102.8540844,464.2061016,7.61766631915715,1.38109634688003,6.23323181436224,SWE,Sweden,Bornholm Basin,SEA-007,74.47278
14,SE22,220763.0195118,178220.4130259,42541.6862116,54.792691589801,44.2337495995933,10.5587135810022,SWE,Sweden,Bornholm Basin,SEA-007,4029.05959
15,DK01,23156.1259255,18702.2509358,4455.6975955,40.0467219456347,32.344090949976,7.70578305088263,DNK,Denmark,Bornholm Basin,SEA-007,578.22775
16,DE80,107107.7330736,74879.7114,32224.3033131,56.0466083819139,39.1825477036537,16.862114959788,DEU,Germany,Bornholm Basin,SEA-007,1911.04754
16,PL42,434.8881768,158.4353922,276.4527846,88.8453421425201,32.3675081973241,56.4778339451959,DEU,Germany,Bornholm Basin,SEA-007,4.89489
17,DE80,213.8694787,13.7406888,200.1287899,23.4449194548251,1.5062894627508,21.9386299920743,POL,Poland,Bornholm Basin,SEA-007,9.12221
17,PL42,759902.4807063,600802.7968256,159100.5653275,145.601959110079,115.117487411431,30.4846405892423,POL,Poland,Bornholm Basin,SEA-007,5219.04022
17,PL63,142263.8768484,92891.9847456,49371.2511817,138.924441682611,90.7114820955141,48.2123337106762,POL,Poland,Bornholm Basin,SEA-007,1024.03778
18,PL62,172849.2913384,130103.4413475,42747.5040381,133.973141137027,100.841412626545,33.1330105400304,POL,Poland,Gdansk Basin,SEA-008,1290.17868709677
18,PL63,815376.426071,703714.7655759,111661.0874701,399.979558202536,345.204389084386,54.7748880230887,POL,Poland,Gdansk Basin,SEA-008,2038.545244
19,PL62,634.3824489,330.0978032,304.3747209,48.0916289822244,25.0242438246335,23.0742136300784,RUS,Russia,Gdansk Basin,SEA-008,13.19112
20,SE21,10269.992096,7449.8536434,2820.116476,9.93863646544654,7.20948822456961,2.72912697333981,SWE,Sweden,Eastern Gotland Basin,SEA-009,1033.34015
21,PL63,77564.4038172,32937.7821445,44627.186782,56.4313058374384,23.9635962674804,32.4681207103029,POL,Poland,Eastern Gotland Basin,SEA-009,1374.49245
22,LT00,118.4418951,0,118.4418951,18.87,0,18.87,RUS,Russia,Eastern Gotland Basin,SEA-009,6.27673
23,LT00,225783.9366865,191669.1767158,34114.7233363,155.891422148109,132.337051867737,23.5543449863281,LTU,Lithuania,Eastern Gotland Basin,SEA-009,1448.34099
23,LV00,174.0700757,78.080514,95.9895617,29.6938965567241,13.3194329725442,16.3744635841799,LTU,Lithuania,Eastern Gotland Basin,SEA-009,5.86215
24,LT00,369.1308659,43.5830604,325.5478055,16.7487259554959,1.97751204890891,14.771213906587,LVA,Latvia,Eastern Gotland Basin,SEA-009,22.03934
24,LV00,79134.3751427,65825.7407617,13307.9870691,30.5619658793068,25.4221258398949,5.13959004534592,LVA,Latvia,Eastern Gotland Basin,SEA-009,2589.30906
25,EE00,2733.9549649,876.0210147,1857.6057981,4.87588025650264,1.56234232995618,3.31295268269055,EST,Estonia,Eastern Gotland Basin,SEA-009,560.71003
26,SE12,39157.7823818,31101.0039665,8055.0470439,24.2428019080785,19.2548053653993,4.98692464096953,SWE,Sweden,Western Gotland Basin,SEA-010,1615.23336
26,SE21,141055.1519871,122813.8885699,18241.6653202,20.2487543748739,17.6301838567546,2.61862821211356,SWE,Sweden,Western Gotland Basin,SEA-010,6966.11502
26,SE22,760.1404041,203.4942169,556.6461872,9.25538480617142,2.47772289577208,6.77766191039934,SWE,Sweden,Western Gotland Basin,SEA-010,82.12953
27,EE00,0.8650115,0.4899933,0.3750182,17.1867971388834,9.73561096761375,7.45118617126962,LVA,Latvia,Gulf of Riga,SEA-011,0.05033
27,LV00,325436.1898227,235162.8850061,90273.6130121,54.7992997399163,39.5984276677205,15.2009239683835,LVA,Latvia,Gulf of Riga,SEA-011,5938.69249
28,EE00,96637.8757243,72621.6580365,24022.174268,14.9483561496142,11.2334258215914,3.71585171709094,EST,Estonia,Gulf of Riga,SEA-011,6464.7828
28,LV00,222.9508005,131.4236319,91.5271686,16.8959337366517,9.95970846945898,6.93622526719275,EST,Estonia,Gulf of Riga,SEA-011,13.19553
29,SE11,1667941.8238959,1497150.0990249,170794.5619146,566.401323711087,508.403701935597,57.998585181543,SWE,Sweden,Northern Baltic Proper,SEA-012,2944.80566
29,SE12,151358.4943414,134897.5945599,16461.7370099,51.9949937767701,46.3403102690932,5.65497111416799,SWE,Sweden,Northern Baltic Proper,SEA-012,2911.02053
31,EE00,2527.2624302,404.6508061,2122.5082363,3.93154677560147,0.62949678393355,3.30188915598783,EST,Estonia,Northern Baltic Proper,SEA-012,642.81632
32,FI18,1070931.1701918,797252.6072383,273680.538542,129.74212348751,96.586269125518,33.156093702348,FIN,Finland,Gulf of Finland,SEA-013,8254.30586
33,EE00,3156.1896299,2949.5141099,206.67552,150.997096489768,141.109413208677,9.88768328109033,RUS,Russia,Gulf of Finland,SEA-013,20.90232
33,FI18,7.8295612,0,7.8295612,4.37359230025863,0,4.37359230025863,RUS,Russia,Gulf of Finland,SEA-013,1.79019
34,EE00,541298.4018016,395324.7926377,145975.7851487,83.5197020583444,60.9966864625609,22.5233513396202,EST,Estonia,Gulf of Finland,SEA-013,6481.08636
35,SE11,51548.6082087,189.558676,51359.0013847,27.3634359189791,0.100623020947772,27.2627873397329,SWE,Sweden,Aland Sea,SEA-014,1883.84998
35,SE12,5562.8611682,4108.0440475,1454.8145463,11.6975918681308,8.63840049049944,3.05918596417962,SWE,Sweden,Aland Sea,SEA-014,475.5561
36,FI18,288036.2750102,227644.0691974,60392.0489463,63.3445554702596,50.0631816886247,13.2813392837623,FIN,Finland,Aland Sea,SEA-014,4547.13547
36,FI20,17052.1818468,11953.5305563,5099.4835439,21.2379403198819,14.8877352380701,6.35124162647211,FIN,Finland,Aland Sea,SEA-014,802.91128
37,SE12,31506.1923529,25809.1528907,5696.3817783,18.5956994080145,15.2331720620239,3.36213916540784,SWE,Sweden,Bothian Sea,SEA-015,1694.27305
37,SE31,156403.0585564,145062.8239427,11341.5070585,47.3558916129012,43.9222827935596,3.43399409158998,SWE,Sweden,Bothian Sea,SEA-015,3302.71595
37,SE32,174662.3840571,160474.5151442,14185.4571266,32.8745757112827,30.204165747072,2.66995602301588,SWE,Sweden,Bothian Sea,SEA-015,5312.9928
37,SE33,3214.1907107,2390.1420502,824.2034422,4.53884192162882,3.3751814725807,1.16387902029417,SWE,Sweden,Bothian Sea,SEA-015,708.15216
38,FI18,3193.6787203,379.2838952,2814.3948251,8.47310401075752,1.00627275787246,7.4668312528850604,FIN,Finland,Bothnian Sea,SEA-015,376.91957
38,FI19,183849.2184119,149213.6759217,34635.7680814,52.9602733440112,42.9830332254838,9.97730510314746,FIN,Finland,Bothnian Sea,SEA-015,3471.45524
38,FI20,9.8489949,0,9.8489949,1.34491969941732,0,1.34491969941732,FIN,Finland,Bothnian Sea,SEA-015,7.32311
39,SE33,114466.099552,112675.4882789,1789.0189868,69.5527503991627,68.4647257400952,1.08705714211688,SWE,Sweden,The Quark,SEA-016,1645.74512
40,FI19,97140.5549072,70923.2281917,26216.6989682,37.708211453461,27.5311180605215,10.1768497127593,FIN,Finland,The Quark,SEA-016,2576.11144
41,FI1A,140.7836236,140.4338767,0.3497469,84.974241359746,84.7631409722474,0.211100387498642,SWE,Sweden,Bothnian Bay,SEA-017,1.65678
41,SE33,191786.4929522,185745.8300592,6033.3192525,23.9311874045039,23.177431321296,0.752839741111302,SWE,Sweden,Bothnian Bay,SEA-017,8014.08178
42,FI19,14287.8854048,3966.1609168,10322.4628603,11.1145677288785,3.0852825932237,8.02985951658695,FIN,Finland,Bothnian Bay,SEA-017,1285.50977
42,FI1A,242591.0331527,198735.4557854,43856.7461167,35.0499503519474,28.7136246048523,6.33649460992531,FIN,Finland,Bothnian Bay,SEA-017,6921.29463
42,SE33,267.8216923,267.0694072,0.7471261,64.1578212781656,63.9776081946714,0.178977223183101,FIN,Finland,Bothnian Bay,SEA-017,4.17442
