id,cruise,date,year,month,Latitude,Longitude,chla_ug_l,depth_m,BHI_ID,HELCOM_COASTAL_CODE,HELCOM_ID
200516541,Unknown (Denmark),2005-05-24,2005,05,55.845,10.0267,4.36,1,NA,NA,NA
200516551,Unknown (Denmark),2005-05-31,2005,05,55.845,10.0267,5.45,1,NA,NA,NA
200516561,Unknown (Denmark),2005-06-07,2005,06,55.845,10.0267,2.56,1,NA,NA,NA
200516571,Unknown (Denmark),2005-06-14,2005,06,55.845,10.0267,3.41,1,NA,NA,NA
200516581,Unknown (Denmark),2005-06-21,2005,06,55.845,10.0267,4.03,1,NA,NA,NA
200516591,Unknown (Denmark),2005-06-28,2005,06,55.845,10.0267,4.58,1,NA,NA,NA
200516601,Unknown (Denmark),2005-07-05,2005,07,55.845,10.0267,4.49,1,NA,NA,NA
200516611,Unknown (Denmark),2005-07-13,2005,07,55.845,10.0267,4.82,1,NA,NA,NA
200516621,Unknown (Denmark),2005-07-21,2005,07,55.845,10.0267,2.54,1,NA,NA,NA
200516631,Unknown (Denmark),2005-07-26,2005,07,55.845,10.0267,5.74,1,NA,NA,NA
200516641,Unknown (Denmark),2005-08-02,2005,08,55.845,10.0267,3.26,1,NA,NA,NA
200516651,Unknown (Denmark),2005-08-09,2005,08,55.845,10.0267,4.62,1,NA,NA,NA
200516661,Unknown (Denmark),2005-08-17,2005,08,55.845,10.0267,3.21,1,NA,NA,NA
200516671,Unknown (Denmark),2005-08-23,2005,08,55.845,10.0267,2.94,1,NA,NA,NA
200516681,Unknown (Denmark),2005-09-01,2005,09,55.845,10.0267,3.06,1,NA,NA,NA
200516691,Unknown (Denmark),2005-09-06,2005,09,55.845,10.0267,1.79,1,NA,NA,NA
200516701,Unknown (Denmark),2005-09-12,2005,09,55.845,10.0267,2.8,1,NA,NA,NA
200516711,Unknown (Denmark),2005-09-20,2005,09,55.845,10.0267,4.29,1,NA,NA,NA
200516721,Unknown (Denmark),2005-09-27,2005,09,55.845,10.0267,4.32,1,NA,NA,NA
200516941,Unknown (Denmark),2005-05-09,2005,05,55.0583,10.625,1.86,1,NA,NA,NA
200516961,Unknown (Denmark),2005-05-23,2005,05,55.0583,10.625,2.25,1,NA,NA,NA
200516971,Unknown (Denmark),2005-06-06,2005,06,55.0583,10.625,2.52,1,NA,NA,NA
200516991,Unknown (Denmark),2005-06-20,2005,06,55.0583,10.625,1.57,1,NA,NA,NA
200517001,Unknown (Denmark),2005-07-05,2005,07,55.0583,10.625,2.58,1,NA,NA,NA
200517021,Unknown (Denmark),2005-07-18,2005,07,55.0583,10.625,3.24,1,NA,NA,NA
200517031,Unknown (Denmark),2005-08-01,2005,08,55.0583,10.625,3.78,1,NA,NA,NA
200517051,Unknown (Denmark),2005-08-15,2005,08,55.0583,10.625,2.06,1,NA,NA,NA
200517061,Unknown (Denmark),2005-08-29,2005,08,55.0583,10.625,1.61,1,NA,NA,NA
200517081,Unknown (Denmark),2005-09-12,2005,09,55.0583,10.625,2.76,1,NA,NA,NA
200517091,Unknown (Denmark),2005-09-26,2005,09,55.0583,10.625,1.57,1,NA,NA,NA
200517331,Unknown (Denmark),2005-05-02,2005,05,55.03,10.4217,1.86,1,NA,NA,NA
200517341,Unknown (Denmark),2005-05-12,2005,05,55.03,10.4217,2.58,1,NA,NA,NA
200517341,Unknown (Denmark),2005-05-12,2005,05,55.03,10.4217,2.64,5,NA,NA,NA
200517341,Unknown (Denmark),2005-05-12,2005,05,55.03,10.4217,2.58,10,NA,NA,NA
200517341,Unknown (Denmark),2005-05-12,2005,05,55.03,10.4217,1.23,11.4,NA,NA,NA
200517351,Unknown (Denmark),2005-05-17,2005,05,55.03,10.4217,2.97,1,NA,NA,NA
200517361,Unknown (Denmark),2005-05-31,2005,05,55.03,10.4217,2.61,1,NA,NA,NA
200517361,Unknown (Denmark),2005-05-31,2005,05,55.03,10.4217,2.54,5,NA,NA,NA
200517361,Unknown (Denmark),2005-05-31,2005,05,55.03,10.4217,2.51,10,NA,NA,NA
200517361,Unknown (Denmark),2005-05-31,2005,05,55.03,10.4217,2.47,12.2,NA,NA,NA
200517371,Unknown (Denmark),2005-06-09,2005,06,55.03,10.4217,1.77,1,NA,NA,NA
200517371,Unknown (Denmark),2005-06-09,2005,06,55.03,10.4217,1.8,5,NA,NA,NA
200517371,Unknown (Denmark),2005-06-09,2005,06,55.03,10.4217,2.4,10,NA,NA,NA
200517371,Unknown (Denmark),2005-06-09,2005,06,55.03,10.4217,1.71,10.8,NA,NA,NA
200517391,Unknown (Denmark),2005-06-14,2005,06,55.03,10.4217,2.73,1,NA,NA,NA
200517401,Unknown (Denmark),2005-06-23,2005,06,55.03,10.4217,1.37,1,NA,NA,NA
200517401,Unknown (Denmark),2005-06-23,2005,06,55.03,10.4217,1.4,5,NA,NA,NA
200517401,Unknown (Denmark),2005-06-23,2005,06,55.03,10.4217,1.65,10,NA,NA,NA
200517401,Unknown (Denmark),2005-06-23,2005,06,55.03,10.4217,1.65,12.8,NA,NA,NA
200517411,Unknown (Denmark),2005-07-07,2005,07,55.03,10.4217,3.36,1,NA,NA,NA
200517411,Unknown (Denmark),2005-07-07,2005,07,55.03,10.4217,3.54,5,NA,NA,NA
200517411,Unknown (Denmark),2005-07-07,2005,07,55.03,10.4217,4.2,10,NA,NA,NA
200517411,Unknown (Denmark),2005-07-07,2005,07,55.03,10.4217,3.03,10.8,NA,NA,NA
200517421,Unknown (Denmark),2005-07-12,2005,07,55.03,10.4217,1.77,1,NA,NA,NA
200517431,Unknown (Denmark),2005-07-21,2005,07,55.03,10.4217,5.28,1,NA,NA,NA
200517431,Unknown (Denmark),2005-07-21,2005,07,55.03,10.4217,5.34,5,NA,NA,NA
200517431,Unknown (Denmark),2005-07-21,2005,07,55.03,10.4217,4.92,10,NA,NA,NA
200517441,Unknown (Denmark),2005-07-26,2005,07,55.03,10.4217,5.28,1,NA,NA,NA
200517451,Unknown (Denmark),2005-08-03,2005,08,55.03,10.4217,5.88,1,NA,NA,NA
200517451,Unknown (Denmark),2005-08-03,2005,08,55.03,10.4217,5.46,5,NA,NA,NA
200517451,Unknown (Denmark),2005-08-03,2005,08,55.03,10.4217,5.46,10,NA,NA,NA
200517451,Unknown (Denmark),2005-08-03,2005,08,55.03,10.4217,2.7,10.2,NA,NA,NA
200517471,Unknown (Denmark),2005-08-09,2005,08,55.03,10.4217,4.68,1,NA,NA,NA
200517481,Unknown (Denmark),2005-08-17,2005,08,55.03,10.4217,2.4,1,NA,NA,NA
200517481,Unknown (Denmark),2005-08-17,2005,08,55.03,10.4217,2.52,5,NA,NA,NA
200517481,Unknown (Denmark),2005-08-17,2005,08,55.03,10.4217,2.76,10,NA,NA,NA
200517481,Unknown (Denmark),2005-08-17,2005,08,55.03,10.4217,3.24,12.3,NA,NA,NA
200517491,Unknown (Denmark),2005-08-24,2005,08,55.03,10.4217,2.18,1,NA,NA,NA
200517501,Unknown (Denmark),2005-08-31,2005,08,55.03,10.4217,1.97,1,NA,NA,NA
200517501,Unknown (Denmark),2005-08-31,2005,08,55.03,10.4217,2.09,5,NA,NA,NA
200517501,Unknown (Denmark),2005-08-31,2005,08,55.03,10.4217,2.04,10,NA,NA,NA
200517501,Unknown (Denmark),2005-08-31,2005,08,55.03,10.4217,2.82,13.8,NA,NA,NA
200517521,Unknown (Denmark),2005-09-07,2005,09,55.03,10.4217,2.23,1,NA,NA,NA
200517521,Unknown (Denmark),2005-09-07,2005,09,55.03,10.4217,4.83,10,NA,NA,NA
200517531,Unknown (Denmark),2005-09-15,2005,09,55.03,10.4217,3,1,NA,NA,NA
200517531,Unknown (Denmark),2005-09-15,2005,09,55.03,10.4217,2.82,5,NA,NA,NA
200517541,Unknown (Denmark),2005-09-20,2005,09,55.03,10.4217,2.94,1,NA,NA,NA
200517551,Unknown (Denmark),2005-09-29,2005,09,55.03,10.4217,3.54,1,NA,NA,NA
200517551,Unknown (Denmark),2005-09-29,2005,09,55.03,10.4217,3.06,5,NA,NA,NA
200517551,Unknown (Denmark),2005-09-29,2005,09,55.03,10.4217,2.94,10,NA,NA,NA
200517551,Unknown (Denmark),2005-09-29,2005,09,55.03,10.4217,1.4,14.5,NA,NA,NA
200517781,Unknown (Denmark),2005-05-09,2005,05,55.0667,10.8033,1.7,1,NA,NA,NA
200517781,Unknown (Denmark),2005-05-09,2005,05,55.0667,10.8033,1.73,5.3,NA,NA,NA
