year,country,source,area,level,region_id,farm_species,produced_tonnes,n_kg,p_kg,rgn_area_km2,area_fraction,split_production,split_N,split_P
1998,FI,national,Kainuu,2,42,Rainbow trout,219.15125480443137,NA,NA,14930.90472,1,219.15125480443137,NA,NA
1998,FI,national,Aland,2,36,Rainbow trout,5732.63983721456,NA,NA,12405.68538,1,5732.63983721456,NA,NA
1999,FI,national,Uusimaa,2,32,Rainbow trout,169.30775254502743,NA,NA,9549.67733,1,169.30775254502743,NA,NA
1999,FI,national,Varsinais_Suomi,2,36,Rainbow trout,4856.144714173845,NA,NA,12405.68538,0.305992313862217,1485.9429575398292,NA,NA
1999,FI,national,Varsinais_Suomi,2,38,Rainbow trout,4856.144714173845,NA,NA,28136.78846,0.6940076861377831,3370.2017566340164,NA,NA
1999,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,747.9418950665623,NA,NA,9549.67733,1,747.9418950665623,NA,NA
1999,FI,national,Ostrobothnia,2,38,Rainbow trout,1295.7022709475334,NA,NA,28136.78846,0.586174668609721,759.5078492895333,NA,NA
1999,FI,national,Ostrobothnia,2,40,Rainbow trout,1295.7022709475334,NA,NA,4932.99666,0.10276928678406677,133.15839826977364,NA,NA
1999,FI,national,Ostrobothnia,2,42,Rainbow trout,1295.7022709475334,NA,NA,14930.90472,0.3110560446062123,403.0360233882265,NA,NA
1999,FI,national,Kainuu,2,42,Rainbow trout,258.94126859827725,NA,NA,14930.90472,1,258.94126859827725,NA,NA
1999,FI,national,Aland,2,36,Rainbow trout,5390.958026624902,NA,NA,12405.68538,1,5390.958026624902,NA,NA
2000,FI,national,Uusimaa,2,32,Rainbow trout,232.78409518789064,NA,NA,9549.67733,1,232.78409518789064,NA,NA
2000,FI,national,Varsinais_Suomi,2,36,Rainbow trout,5721.116800963928,NA,NA,12405.68538,0.305992313862217,1750.617767802957,NA,NA
2000,FI,national,Varsinais_Suomi,2,38,Rainbow trout,5721.116800963928,NA,NA,28136.78846,0.6940076861377831,3970.499033160971,NA,NA
2000,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,538.1888696437985,NA,NA,9549.67733,1,538.1888696437985,NA,NA
2000,FI,national,Ostrobothnia,2,38,Rainbow trout,1309.1618344754875,NA,NA,28136.78846,0.586174668609721,767.3975044801633,NA,NA
2000,FI,national,Ostrobothnia,2,40,Rainbow trout,1309.1618344754875,NA,NA,4932.99666,0.10276928678406677,134.54162801396632,NA,NA
2000,FI,national,Ostrobothnia,2,42,Rainbow trout,1309.1618344754875,NA,NA,14930.90472,0.3110560446062123,407.22270198135794,NA,NA
2000,FI,national,Kainuu,2,42,Rainbow trout,218.85684162964077,NA,NA,14930.90472,1,218.85684162964077,NA,NA
2000,FI,national,Aland,2,36,Rainbow trout,5189.891558099254,NA,NA,12405.68538,1,5189.891558099254,NA,NA
2001,FI,national,Uusimaa,2,32,Rainbow trout,166.98840030326005,NA,NA,9549.67733,1,166.98840030326005,NA,NA
2001,FI,national,Varsinais_Suomi,2,36,Rainbow trout,5667.724639878696,NA,NA,12405.68538,0.305992313862217,1734.2801768903826,NA,NA
2001,FI,national,Varsinais_Suomi,2,38,Rainbow trout,5667.724639878696,NA,NA,28136.78846,0.6940076861377831,3933.4444629883133,NA,NA
2001,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,736.1322971948446,NA,NA,9549.67733,1,736.1322971948446,NA,NA
2001,FI,national,Ostrobothnia,2,38,Rainbow trout,1203.5021986353297,NA,NA,28136.78846,0.586174668609721,705.462502456135,NA,NA
2001,FI,national,Ostrobothnia,2,40,Rainbow trout,1203.5021986353297,NA,NA,4932.99666,0.10276928678406677,123.6830625968091,NA,NA
2001,FI,national,Ostrobothnia,2,42,Rainbow trout,1203.5021986353297,NA,NA,14930.90472,0.3110560446062123,374.35663358238565,NA,NA
2001,FI,national,Kainuu,2,42,Rainbow trout,283.5838514025777,NA,NA,14930.90472,1,283.5838514025777,NA,NA
2001,FI,national,Aland,2,36,Rainbow trout,4975.068612585292,NA,NA,12405.68538,1,4975.068612585292,NA,NA
2002,FI,national,Uusimaa,2,32,Rainbow trout,201.33256578947368,NA,NA,9549.67733,1,201.33256578947368,NA,NA
2002,FI,national,Varsinais_Suomi,2,36,Rainbow trout,5227.738240131579,NA,NA,12405.68538,0.305992313862217,1599.647720363856,NA,NA
2002,FI,national,Varsinais_Suomi,2,38,Rainbow trout,5227.738240131579,NA,NA,28136.78846,0.6940076861377831,3628.0905197677234,NA,NA
2002,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,691.8339638157895,NA,NA,9549.67733,1,691.8339638157895,NA,NA
2002,FI,national,Ostrobothnia,2,38,Rainbow trout,973.1074013157895,NA,NA,28136.78846,0.586174668609721,570.4109084879497,NA,NA
2002,FI,national,Ostrobothnia,2,40,Rainbow trout,973.1074013157895,NA,NA,4932.99666,0.10276928678406677,100.00555359752033,NA,NA
2002,FI,national,Ostrobothnia,2,42,Rainbow trout,973.1074013157895,NA,NA,14930.90472,0.3110560446062123,302.69093923031954,NA,NA
2002,FI,national,Kainuu,2,42,Rainbow trout,437.2074835526316,NA,NA,14930.90472,1,437.2074835526316,NA,NA
2002,FI,national,Aland,2,36,Rainbow trout,4469.780345394737,NA,NA,12405.68538,1,4469.780345394737,NA,NA
2003,FI,national,Uusimaa,2,32,Rainbow trout,250.9782462865357,NA,NA,9549.67733,1,250.9782462865357,NA,NA
2003,FI,national,Varsinais_Suomi,2,36,Rainbow trout,4206.317585050311,NA,NA,12405.68538,0.305992313862217,1287.1008506888775,NA,NA
2003,FI,national,Varsinais_Suomi,2,38,Rainbow trout,4206.317585050311,NA,NA,28136.78846,0.6940076861377831,2919.216734361434,NA,NA
2003,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,854.1042644944896,NA,NA,9549.67733,1,854.1042644944896,NA,NA
2003,FI,national,Ostrobothnia,2,38,Rainbow trout,945.5459511260182,NA,NA,28136.78846,0.586174668609721,554.2550845565571,NA,NA
2003,FI,national,Ostrobothnia,2,40,Rainbow trout,945.5459511260182,NA,NA,4932.99666,0.10276928678406677,97.17308301878295,NA,NA
2003,FI,national,Ostrobothnia,2,42,Rainbow trout,945.5459511260182,NA,NA,14930.90472,0.3110560446062123,294.1177835506781,NA,NA
2003,FI,national,Kainuu,2,42,Rainbow trout,155.64542405366555,NA,NA,14930.90472,1,155.64542405366555,NA,NA
2003,FI,national,Aland,2,36,Rainbow trout,3738.408528988979,NA,NA,12405.68538,1,3738.408528988979,NA,NA
2004,FI,national,Varsinais_Suomi,2,36,Rainbow trout,4708.6419910657305,NA,NA,12405.68538,0.305992313862217,1440.8082579949994,NA,NA
2004,FI,national,Varsinais_Suomi,2,38,Rainbow trout,4708.6419910657305,NA,NA,28136.78846,0.6940076861377831,3267.8337330707313,NA,NA
2004,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,623.4438873188076,NA,NA,9549.67733,1,623.4438873188076,NA,NA
2004,FI,national,Ostrobothnia,2,38,Rainbow trout,1060.6266751754947,NA,NA,28136.78846,0.586174668609721,621.7124898396258,NA,NA
2004,FI,national,Ostrobothnia,2,40,Rainbow trout,1060.6266751754947,NA,NA,4932.99666,0.10276928678406677,108.99984695194165,NA,NA
2004,FI,national,Ostrobothnia,2,42,Rainbow trout,1060.6266751754947,NA,NA,14930.90472,0.3110560446062123,329.9143383839273,NA,NA
2004,FI,national,Kainuu,2,42,Rainbow trout,255.74710547907742,NA,NA,14930.90472,1,255.74710547907742,NA,NA
2004,FI,national,Aland,2,36,Rainbow trout,3736.8029902452367,NA,NA,12405.68538,1,3736.8029902452367,NA,NA
2005,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3984.350136127382,NA,NA,12405.68538,0.305992313862217,1219.1805173908567,NA,NA
2005,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3984.350136127382,NA,NA,28136.78846,0.6940076861377831,2765.1696187365255,NA,NA
2005,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,760.6573715040013,NA,NA,9549.67733,1,760.6573715040013,NA,NA
2005,FI,national,Ostrobothnia,2,38,Rainbow trout,1095.9597392954377,NA,NA,28136.78846,0.586174668609721,642.4238369910994,NA,NA
2005,FI,national,Ostrobothnia,2,40,Rainbow trout,1095.9597392954377,NA,NA,4932.99666,0.10276928678406677,112.63100075144389,NA,NA
2005,FI,national,Ostrobothnia,2,42,Rainbow trout,1095.9597392954377,NA,NA,14930.90472,0.3110560446062123,340.90490155289444,NA,NA
2005,FI,national,Kainuu,2,42,Rainbow trout,657.1926408712152,NA,NA,14930.90472,1,657.1926408712152,NA,NA
2005,FI,national,Aland,2,36,Rainbow trout,5000.795313917994,NA,NA,12405.68538,1,5000.795313917994,NA,NA
2006,FI,national,Uusimaa,2,32,Rainbow trout,97.49576547231271,NA,NA,9549.67733,1,97.49576547231271,NA,NA
2006,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3678.5902280130294,NA,NA,12405.68538,0.305992313862217,1125.6203356206472,NA,NA
2006,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3678.5902280130294,NA,NA,28136.78846,0.6940076861377831,2552.9698923923825,NA,NA
2006,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,465.91726384364824,NA,NA,9549.67733,1,465.91726384364824,NA,NA
2006,FI,national,Ostrobothnia,2,38,Rainbow trout,575.6,NA,NA,28136.78846,0.586174668609721,337.40213925175544,NA,NA
2006,FI,national,Ostrobothnia,2,40,Rainbow trout,575.6,NA,NA,4932.99666,0.10276928678406677,59.15400147290884,NA,NA
2006,FI,national,Ostrobothnia,2,42,Rainbow trout,575.6,NA,NA,14930.90472,0.3110560446062123,179.0438592753358,NA,NA
2006,FI,national,Kainuu,2,42,Rainbow trout,404.9824104234528,NA,NA,14930.90472,1,404.9824104234528,NA,NA
2006,FI,national,Aland,2,36,Rainbow trout,4850.4143322475575,NA,NA,12405.68538,1,4850.4143322475575,NA,NA
2007,FI,national,Uusimaa,2,32,Rainbow trout,153.2508794667654,NA,NA,9549.67733,1,153.2508794667654,NA,NA
2007,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3415.438807628217,NA,NA,12405.68538,0.305992313862217,1045.0980236009696,NA,NA
2007,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3415.438807628217,NA,NA,28136.78846,0.6940076861377831,2370.3407840272475,NA,NA
2007,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,436.3912238474357,NA,NA,9549.67733,1,436.3912238474357,NA,NA
2007,FI,national,Ostrobothnia,2,38,Rainbow trout,654.1196074800963,NA,NA,28136.78846,0.586174668609721,383.42834414576623,NA,NA
2007,FI,national,Ostrobothnia,2,40,Rainbow trout,654.1196074800963,NA,NA,4932.99666,0.10276928678406677,67.2234055322032,NA,NA
2007,FI,national,Ostrobothnia,2,42,Rainbow trout,654.1196074800963,NA,NA,14930.90472,0.3110560446062123,203.4678578021269,NA,NA
2007,FI,national,Kainuu,2,42,Rainbow trout,381.2582855026847,NA,NA,14930.90472,1,381.2582855026847,NA,NA
2007,FI,national,Aland,2,36,Rainbow trout,5053.5411960748015,NA,NA,12405.68538,1,5053.5411960748015,NA,NA
2008,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3655.1851063829786,NA,NA,12405.68538,0.305992313862217,1118.4585482968414,NA,NA
2008,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3655.1851063829786,NA,NA,28136.78846,0.6940076861377831,2536.7265580861376,NA,NA
2008,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,410.2468085106383,NA,NA,9549.67733,1,410.2468085106383,NA,NA
2008,FI,national,Ostrobothnia,2,38,Rainbow trout,762.5652482269503,NA,NA,28136.78846,0.586174668609721,446.9964316727222,NA,NA
2008,FI,national,Ostrobothnia,2,40,Rainbow trout,762.5652482269503,NA,NA,4932.99666,0.10276928678406677,78.36828668659852,NA,NA
2008,FI,national,Ostrobothnia,2,42,Rainbow trout,762.5652482269503,NA,NA,14930.90472,0.3110560446062123,237.2005298676296,NA,NA
2008,FI,national,Kainuu,2,42,Rainbow trout,330.4765957446808,NA,NA,14930.90472,1,330.4765957446808,NA,NA
2008,FI,national,Aland,2,36,Rainbow trout,5377.8418439716315,NA,NA,12405.68538,1,5377.8418439716315,NA,NA
2009,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3359.269749865035,NA,NA,12405.68538,0.305992313862217,1027.910723648553,NA,NA
2009,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3359.269749865035,NA,NA,28136.78846,0.6940076861377831,2331.359026216482,NA,NA
2009,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,388.5898866294763,NA,NA,9549.67733,1,388.5898866294763,NA,NA
2009,FI,national,Ostrobothnia,2,38,Rainbow trout,740.3062803671045,NA,NA,28136.78846,0.586174668609721,433.94878856388266,NA,NA
2009,FI,national,Ostrobothnia,2,40,Rainbow trout,740.3062803671045,NA,NA,4932.99666,0.10276928678406677,76.0807484350927,NA,NA
2009,FI,national,Ostrobothnia,2,42,Rainbow trout,740.3062803671045,NA,NA,14930.90472,0.3110560446062123,230.27674336812913,NA,NA
2009,FI,national,Kainuu,2,42,Rainbow trout,185.31293863595465,NA,NA,14930.90472,1,185.31293863595465,NA,NA
2009,FI,national,Aland,2,36,Rainbow trout,5652.044628396617,NA,NA,12405.68538,1,5652.044628396617,NA,NA
2010,FI,national,Varsinais_Suomi,2,36,Rainbow trout,2766.767316676823,NA,NA,12405.68538,0.305992313862217,846.6095331482984,NA,NA
2010,FI,national,Varsinais_Suomi,2,38,Rainbow trout,2766.767316676823,NA,NA,28136.78846,0.6940076861377831,1920.157783528525,NA,NA
2010,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,209.93164736949015,NA,NA,9549.67733,1,209.93164736949015,NA,NA
2010,FI,national,Ostrobothnia,2,38,Rainbow trout,682.5132033313021,NA,NA,28136.78846,0.586174668609721,400.0719507844851,NA,NA
2010,FI,national,Ostrobothnia,2,40,Rainbow trout,682.5132033313021,NA,NA,4932.99666,0.10276928678406677,70.14139512706666,NA,NA
2010,FI,national,Ostrobothnia,2,42,Rainbow trout,682.5132033313021,NA,NA,14930.90472,0.3110560446062123,212.29985741975034,NA,NA
2010,FI,national,Kainuu,2,42,Rainbow trout,369.9692260816575,NA,NA,14930.90472,1,369.9692260816575,NA,NA
2010,FI,national,Aland,2,36,Rainbow trout,5006.35202112533,NA,NA,12405.68538,1,5006.35202112533,NA,NA
2011,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3054.6182985553774,NA,NA,12405.68538,0.305992313862217,934.6897211408283,NA,NA
2011,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3054.6182985553774,NA,NA,28136.78846,0.6940076861377831,2119.928577414549,NA,NA
2011,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,397.0645264847512,NA,NA,9549.67733,1,397.0645264847512,NA,NA
2011,FI,national,Ostrobothnia,2,38,Rainbow trout,635.4825040128411,NA,NA,28136.78846,0.586174668609721,372.50374619700284,NA,NA
2011,FI,national,Ostrobothnia,2,40,Rainbow trout,635.4825040128411,NA,NA,4932.99666,0.10276928678406677,65.30808370115253,NA,NA
2011,FI,national,Ostrobothnia,2,42,Rainbow trout,635.4825040128411,NA,NA,14930.90472,0.3110560446062123,197.67067411468577,NA,NA
2011,FI,national,Kainuu,2,42,Rainbow trout,178.3653290529695,NA,NA,14930.90472,1,178.3653290529695,NA,NA
2011,FI,national,Aland,2,36,Rainbow trout,3963.4747993579454,NA,NA,12405.68538,1,3963.4747993579454,NA,NA
2012,FI,national,Uusimaa,2,32,Rainbow trout,0,NA,NA,9549.67733,1,0,NA,NA
2012,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3235.47932618683,NA,NA,12405.68538,0.305992313862217,990.0318054732747,NA,NA
2012,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3235.47932618683,NA,NA,28136.78846,0.6940076861377831,2245.447520713555,NA,NA
2012,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,419.78177641653906,NA,NA,9549.67733,1,419.78177641653906,NA,NA
2012,FI,national,Ostrobothnia,2,38,Rainbow trout,428.8093415007657,NA,NA,28136.78846,0.586174668609721,251.35717365096403,NA,NA
2012,FI,national,Ostrobothnia,2,40,Rainbow trout,428.8093415007657,NA,NA,4932.99666,0.10276928678406677,44.06843019237901,NA,NA
2012,FI,national,Ostrobothnia,2,42,Rainbow trout,428.8093415007657,NA,NA,14930.90472,0.3110560446062123,133.3837376574227,NA,NA
2012,FI,national,Kainuu,2,42,Rainbow trout,188.6761102603369,NA,NA,14930.90472,1,188.6761102603369,NA,NA
2012,FI,national,Aland,2,36,Rainbow trout,5159.253445635529,NA,NA,12405.68538,1,5159.253445635529,NA,NA
2013,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3953.095250544662,NA,NA,12405.68538,0.305992313862217,1209.6167626319016,NA,NA
2013,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3953.095250544662,NA,NA,28136.78846,0.6940076861377831,2743.478487912761,NA,NA
2013,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,179.02187363834423,NA,NA,9549.67733,1,179.02187363834423,NA,NA
2013,FI,national,Ostrobothnia,2,38,Rainbow trout,491.39677559912855,NA,NA,28136.78846,0.586174668609721,288.0443420927046,NA,NA
2013,FI,national,Ostrobothnia,2,40,Rainbow trout,491.39677559912855,NA,NA,4932.99666,0.10276928678406677,50.50049615631254,NA,NA
2013,FI,national,Ostrobothnia,2,42,Rainbow trout,491.39677559912855,NA,NA,14930.90472,0.3110560446062123,152.85193735011143,NA,NA
2013,FI,national,Aland,2,36,Rainbow trout,5581.646274509804,NA,NA,12405.68538,1,5581.646274509804,NA,NA
2014,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3646.3434132777197,NA,NA,12405.68538,0.305992313862217,1115.7530581651035,NA,NA
2014,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3646.3434132777197,NA,NA,28136.78846,0.6940076861377831,2530.590355112616,NA,NA
2014,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,382.35314563781714,NA,NA,9549.67733,1,382.35314563781714,NA,NA
2014,FI,national,Ostrobothnia,2,38,Rainbow trout,254.5912408759124,NA,NA,28136.78846,0.586174668609721,149.23493625137561,NA,NA
2014,FI,national,Ostrobothnia,2,40,Rainbow trout,254.5912408759124,NA,NA,4932.99666,0.10276928678406677,26.164160246288066,NA,NA
2014,FI,national,Ostrobothnia,2,42,Rainbow trout,254.5912408759124,NA,NA,14930.90472,0.3110560446062123,79.19214437824874,NA,NA
2014,FI,national,Aland,2,36,Rainbow trout,6033.719151894335,NA,NA,12405.68538,1,6033.719151894335,NA,NA
2015,FI,national,Varsinais_Suomi,2,36,Rainbow trout,4518.964485074023,NA,NA,12405.68538,0.305992313862217,1382.7683990489822,NA,NA
2015,FI,national,Varsinais_Suomi,2,38,Rainbow trout,4518.964485074023,NA,NA,28136.78846,0.6940076861377831,3136.196086025041,NA,NA
2015,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,351.4116980826794,NA,NA,9549.67733,1,351.4116980826794,NA,NA
2015,FI,national,Ostrobothnia,2,38,Rainbow trout,377.0552544292533,NA,NA,28136.78846,0.586174668609721,221.02023881262159,NA,NA
2015,FI,national,Ostrobothnia,2,40,Rainbow trout,377.0552544292533,NA,NA,4932.99666,0.10276928678406677,38.74969957587919,NA,NA
2015,FI,national,Ostrobothnia,2,42,Rainbow trout,377.0552544292533,NA,NA,14930.90472,0.3110560446062123,117.28531604075253,NA,NA
2015,FI,national,Aland,2,36,Rainbow trout,6087.970228945878,NA,NA,12405.68538,1,6087.970228945878,NA,NA
2016,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3862.351802403204,NA,NA,12405.68538,0.305992313862217,1181.8499649672608,NA,NA
2016,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3862.351802403204,NA,NA,28136.78846,0.6940076861377831,2680.501837435944,NA,NA
2016,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,401.22171228304404,NA,NA,9549.67733,1,401.22171228304404,NA,NA
2016,FI,national,Ostrobothnia,2,38,Rainbow trout,403.1187416555407,NA,NA,28136.78846,0.586174668609721,236.2979948003043,NA,NA
2016,FI,national,Ostrobothnia,2,40,Rainbow trout,403.1187416555407,NA,NA,4932.99666,0.10276928678406677,41.428225569230385,NA,NA
2016,FI,national,Ostrobothnia,2,42,Rainbow trout,403.1187416555407,NA,NA,14930.90472,0.3110560446062123,125.39252128600603,NA,NA
2016,FI,national,Aland,2,36,Rainbow trout,6369.276118157543,NA,NA,12405.68538,1,6369.276118157543,NA,NA
2017,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3675.8278317152103,NA,NA,12405.68538,0.305992313862217,1124.775063585673,NA,NA
2017,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3675.8278317152103,NA,NA,28136.78846,0.6940076861377831,2551.0527681295375,NA,NA
2017,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,334.68478964401294,NA,NA,9549.67733,1,334.68478964401294,NA,NA
2017,FI,national,Ostrobothnia,2,38,Rainbow trout,374.6187702265372,NA,NA,28136.78846,0.586174668609721,219.59203349252167,NA,NA
2017,FI,national,Ostrobothnia,2,40,Rainbow trout,374.6187702265372,NA,NA,4932.99666,0.10276928678406677,38.49930383210542,NA,NA
2017,FI,national,Ostrobothnia,2,42,Rainbow trout,374.6187702265372,NA,NA,14930.90472,0.3110560446062123,116.52743290191015,NA,NA
2017,FI,national,Aland,2,36,Rainbow trout,6857.234951456311,NA,NA,12405.68538,1,6857.234951456311,NA,NA
2018,FI,national,Varsinais_Suomi,2,36,Rainbow trout,3655.625566560349,NA,NA,12405.68538,0.305992313862217,1118.593325725679,NA,NA
2018,FI,national,Varsinais_Suomi,2,38,Rainbow trout,3655.625566560349,NA,NA,28136.78846,0.6940076861377831,2537.03224083467,NA,NA
2018,FI,national,Kaakkois_Suomi,2,32,Rainbow trout,337.8443847574282,NA,NA,9549.67733,1,337.8443847574282,NA,NA
2018,FI,national,Ostrobothnia,2,38,Rainbow trout,405.97322477757257,NA,NA,28136.78846,0.586174668609721,237.97122049841337,NA,NA
2018,FI,national,Ostrobothnia,2,40,Rainbow trout,405.97322477757257,NA,NA,4932.99666,0.10276928678406677,41.721578763818755,NA,NA
2018,FI,national,Ostrobothnia,2,42,Rainbow trout,405.97322477757257,NA,NA,14930.90472,0.3110560446062123,126.28042551534045,NA,NA
2018,FI,national,Aland,2,36,Rainbow trout,6495.571596441161,NA,NA,12405.68538,1,6495.571596441161,NA,NA
1978,FI,national,Finland,1,42,Rainbow trout,809,NA,NA,14930.90472,0.18720659506991286,151.4501354115595,NA,NA
1978,FI,national,Finland,1,40,Rainbow trout,809,NA,NA,4932.99666,0.06185087411165614,50.03735715632982,NA,NA
1978,FI,national,Finland,1,38,Rainbow trout,809,NA,NA,28136.78846,0.35278454069453175,285.40269342187617,NA,NA
1978,FI,national,Finland,1,36,Rainbow trout,809,NA,NA,12405.68538,0.15554490253946232,125.83582615442502,NA,NA
1978,FI,national,Finland,1,32,Rainbow trout,809,NA,NA,9549.67733,0.11973571665559704,96.866194774378,NA,NA
1978,FI,national,Finland,1,30,Rainbow trout,809,NA,NA,9800.24404,0.12287737092883991,99.40779308143148,NA,NA
1979,FI,national,Finland,1,42,Rainbow trout,794,NA,NA,14930.90472,0.18720659506991286,148.6420364855108,NA,NA
1979,FI,national,Finland,1,40,Rainbow trout,794,NA,NA,4932.99666,0.06185087411165614,49.109594044654976,NA,NA
1979,FI,national,Finland,1,38,Rainbow trout,794,NA,NA,28136.78846,0.35278454069453175,280.11092531145823,NA,NA
1979,FI,national,Finland,1,36,Rainbow trout,794,NA,NA,12405.68538,0.15554490253946232,123.50265261633308,NA,NA
1979,FI,national,Finland,1,32,Rainbow trout,794,NA,NA,9549.67733,0.11973571665559704,95.07015902454405,NA,NA
1979,FI,national,Finland,1,30,Rainbow trout,794,NA,NA,9800.24404,0.12287737092883991,97.5646325174989,NA,NA
1980,FI,national,Finland,1,42,Rainbow trout,1958,NA,NA,14930.90472,0.18720659506991286,366.5505131468894,NA,NA
1980,FI,national,Finland,1,40,Rainbow trout,1958,NA,NA,4932.99666,0.06185087411165614,121.10401151062273,NA,NA
1980,FI,national,Finland,1,38,Rainbow trout,1958,NA,NA,28136.78846,0.35278454069453175,690.7521306798932,NA,NA
1980,FI,national,Finland,1,36,Rainbow trout,1958,NA,NA,12405.68538,0.15554490253946232,304.5569191722672,NA,NA
1980,FI,national,Finland,1,32,Rainbow trout,1958,NA,NA,9549.67733,0.11973571665559704,234.442533211659,NA,NA
1980,FI,national,Finland,1,30,Rainbow trout,1958,NA,NA,9800.24404,0.12287737092883991,240.59389227866853,NA,NA
1981,FI,national,Finland,1,42,Rainbow trout,2211,NA,NA,14930.90472,0.18720659506991286,413.9137816995773,NA,NA
1981,FI,national,Finland,1,40,Rainbow trout,2211,NA,NA,4932.99666,0.06185087411165614,136.75228266087174,NA,NA
1981,FI,national,Finland,1,38,Rainbow trout,2211,NA,NA,28136.78846,0.35278454069453175,780.0066194756097,NA,NA
1981,FI,national,Finland,1,36,Rainbow trout,2211,NA,NA,12405.68538,0.15554490253946232,343.90977951475116,NA,NA
1981,FI,national,Finland,1,32,Rainbow trout,2211,NA,NA,9549.67733,0.11973571665559704,264.73566952552505,NA,NA
